GENE	SYMBOL	GE
ENSDARG00000095588	pimr100	Gene Expression
ENSDARG00000021833	ahr2	Gene Expression
ENSDARG00000099675	kdm4b	Gene Expression
ENSDARG00000092765	znf1151	Gene Expression
ENSDARG00000071051	cbx6a	Gene Expression
ENSDARG00000063177	manf	Gene Expression
ENSDARG00000094821	si:ch73-44m9.2	Gene Expression
ENSDARG00000040640	si:ch73-44m9.3	Gene Expression
ENSDARG00000077115	si:ch73-44m9.1	Gene Expression
ENSDARG00000043077	nisch	Gene Expression
ENSDARG00000078966	rbm15b	Gene Expression
ENSDARG00000001734	fkbp8	Gene Expression
ENSDARG00000096917	si:ch211-227m13.1	Gene Expression
ENSDARG00000029457	cacna1sa	Gene Expression
ENSDARG00000095933	CU856621.1	Gene Expression
ENSDARG00000014623	si:ch211-212d10.1	Gene Expression
ENSDARG00000012051	mettl21a	Gene Expression
ENSDARG00000095970	CU856621.2	Gene Expression
ENSDARG00000070892	si:ch211-262h13.5	Gene Expression
ENSDARG00000093068	c3b.1	Gene Expression
ENSDARG00000013351	cirbpb	Gene Expression
ENSDARG00000086744	znf1152	Gene Expression
ENSDARG00000060921	pla2g6	Gene Expression
ENSDARG00000022968	fxr1	Gene Expression
ENSDARG00000092073	znf1165	Gene Expression
ENSDARG00000011376	dnase1l4.2	Gene Expression
ENSDARG00000071361	si:ch211-197g15.10	Gene Expression
ENSDARG00000024276	pcbp4	Gene Expression
ENSDARG00000093699	si:ch73-27e22.4	Gene Expression
ENSDARG00000077263	si:ch73-27e22.3	Gene Expression
ENSDARG00000103409	uhrf1	Gene Expression
ENSDARG00000075189	cntnap5b	Gene Expression
ENSDARG00000002192	aspn	Gene Expression
ENSDARG00000042992	crygs1	Gene Expression
ENSDARG00000031731	si:ch73-27e22.6	Gene Expression
ENSDARG00000111423	si:ch73-27e22.1	Gene Expression
ENSDARG00000044132	ogna	Gene Expression
ENSDARG00000093992	si:ch211-279g13.1	Gene Expression
ENSDARG00000092266	si:ch73-27e22.2	Gene Expression
ENSDARG00000093345	si:ch73-27e22.7	Gene Expression
ENSDARG00000002293	si:ch211-197g15.6	Gene Expression
ENSDARG00000044135	cenpp	Gene Expression
ENSDARG00000116618	si:ch73-27e22.8	Gene Expression
ENSDARG00000099094	CR974475.1	Gene Expression
ENSDARG00000093600	omd	Gene Expression
ENSDARG00000044143	nol8	Gene Expression
ENSDARG00000071549	ecm2	Gene Expression
ENSDARG00000056483	ssbp4	Gene Expression
ENSDARG00000071518	krt222	Gene Expression
ENSDARG00000094563	znf1144	Gene Expression
ENSDARG00000105305	si:dkeyp-79b7.12	Gene Expression
ENSDARG00000041533	ccdc130	Gene Expression
ENSDARG00000095617	znf1157	Gene Expression
ENSDARG00000094736	znf1157	Gene Expression
ENSDARG00000103582	znf1166	Gene Expression
ENSDARG00000055809	vtg2	Gene Expression
ENSDARG00000092152	si:dkey-4c15.9	Gene Expression
ENSDARG00000109263	BX640537.3	Gene Expression
ENSDARG00000091896	znf1172	Gene Expression
ENSDARG00000074125	znf1161	Gene Expression
ENSDARG00000092088	si:dkey-4c15.8	Gene Expression
ENSDARG00000041600	wdr83	Gene Expression
ENSDARG00000000212	krt97	Gene Expression
ENSDARG00000004932	anos1b	Gene Expression
ENSDARG00000057598	s100b	Gene Expression
ENSDARG00000070885	AL953867.1	Gene Expression
ENSDARG00000034705	pvalb7	Gene Expression
ENSDARG00000040812	ncf4	Gene Expression
ENSDARG00000094984	si:ch211-197g15.8	Gene Expression
ENSDARG00000018524	midn	Gene Expression
ENSDARG00000020000	sh3bp4a	Gene Expression
ENSDARG00000102493	ticam1	Gene Expression
ENSDARG00000060933	baiap2l2b	Gene Expression
ENSDARG00000057606	arl4ca	Gene Expression
ENSDARG00000000183	ptpn4b	Gene Expression
ENSDARG00000095147	krt96	Gene Expression
ENSDARG00000013845	ttc14	Gene Expression
ENSDARG00000071355	si:ch211-197g15.7	Gene Expression
ENSDARG00000044524	def6b	Gene Expression
ENSDARG00000006052	malt2	Gene Expression
ENSDARG00000019404	atp5f1d	Gene Expression
ENSDARG00000060646	senp5	Gene Expression
ENSDARG00000094747	si:ch211-197g15.6	Gene Expression
ENSDARG00000003655	tmem59l	Gene Expression
ENSDARG00000101353	f13b	Gene Expression
ENSDARG00000104771	timm44	Gene Expression
ENSDARG00000102397	CU658285.1	Gene Expression
ENSDARG00000016153	dag1	Gene Expression
ENSDARG00000020054	aox6	Gene Expression
ENSDARG00000071325	cbarpb	Gene Expression
ENSDARG00000044525	pparda	Gene Expression
ENSDARG00000006368	crlf1b	Gene Expression
ENSDARG00000052680	si:dkey-182g1.2	Gene Expression
ENSDARG00000009673	si:ch211-197g15.6	Gene Expression
ENSDARG00000025670	fstl3	Gene Expression
ENSDARG00000041878	rab11ba	Gene Expression
ENSDARG00000069677	nicn1	Gene Expression
ENSDARG00000099577	si:dkey-182g1.10	Gene Expression
ENSDARG00000115038	si:dkey-4c23.5	Gene Expression
ENSDARG00000093787	CR450686.3	Gene Expression
ENSDARG00000112021	si:dkey-4c23.4	Gene Expression
ENSDARG00000092028	si:dkey-4c23.3	Gene Expression
ENSDARG00000088584	si:ch73-352p18.4	Gene Expression
ENSDARG00000071468	mrpl54	Gene Expression
ENSDARG00000042660	fam32a	Gene Expression
ENSDARG00000024124	sde2	Gene Expression
ENSDARG00000098284	ctxn1	Gene Expression
ENSDARG00000055831	si:dkey-182g1.6	Gene Expression
ENSDARG00000105052	cfhl5	Gene Expression
ENSDARG00000031269	rnf123	Gene Expression
ENSDARG00000102456	cfhl4	Gene Expression
ENSDARG00000074469	amigo3	Gene Expression
ENSDARG00000079328	pgbd4	Gene Expression
ENSDARG00000103977	terf2ip	Gene Expression
ENSDARG00000019881	bsg	Gene Expression
ENSDARG00000042663	si:dkeyp-70f9.7	Gene Expression
ENSDARG00000003189	psmd1	Gene Expression
ENSDARG00000060953	si:ch1073-214b20.2	Gene Expression
ENSDARG00000073867	rex1bd	Gene Expression
ENSDARG00000042667	klf2a	Gene Expression
ENSDARG00000041538	mrps28	Gene Expression
ENSDARG00000071819	znf1180	Gene Expression
ENSDARG00000052748	capn1b	Gene Expression
ENSDARG00000055592	capn2b	Gene Expression
ENSDARG00000044526	camk1ga	Gene Expression
ENSDARG00000043242	si:dkey-222f2.1	Gene Expression
ENSDARG00000087407	si:ch73-304f21.1	Gene Expression
ENSDARG00000074111	bcdin3d	Gene Expression
ENSDARG00000061665	hcn2b	Gene Expression
ENSDARG00000062865	mras	Gene Expression
ENSDARG00000059369	si:ch1073-15f12.3	Gene Expression
ENSDARG00000090600	si:ch211-213a13.1	Gene Expression
ENSDARG00000003446	ippk	Gene Expression
ENSDARG00000086778	pdgfba	Gene Expression
ENSDARG00000097261	si:dkey-4c15.16	Gene Expression
ENSDARG00000095667	znf1175	Gene Expression
ENSDARG00000056530	cpamd8	Gene Expression
ENSDARG00000021186	pth2rb	Gene Expression
ENSDARG00000018944	hoga1	Gene Expression
ENSDARG00000040841	adra2a	Gene Expression
ENSDARG00000060325	fam20cl	Gene Expression
ENSDARG00000077610	hykk.1	Gene Expression
ENSDARG00000059057	atpv0e2	Gene Expression
ENSDARG00000042670	eps15l1a	Gene Expression
ENSDARG00000101220	polrmt	Gene Expression
ENSDARG00000092124	cox14	Gene Expression
ENSDARG00000093875	zgc:174224	Gene Expression
ENSDARG00000076510	fgf22	Gene Expression
ENSDARG00000061738	march2	Gene Expression
ENSDARG00000008049	si:dkey-42i9.4	Gene Expression
ENSDARG00000040853	shoc2	Gene Expression
ENSDARG00000095350	si:dkey-4c15.12	Gene Expression
ENSDARG00000088841	dnal4b	Gene Expression
ENSDARG00000093024	si:ch211-213a13.2	Gene Expression
ENSDARG00000092814	si:dkey-21e2.3	Gene Expression
ENSDARG00000063076	atrip	Gene Expression
ENSDARG00000002365	cers5	Gene Expression
ENSDARG00000071046	bbip1	Gene Expression
ENSDARG00000060783	acap2	Gene Expression
ENSDARG00000071506	mgat5	Gene Expression
ENSDARG00000071410	cks2	Gene Expression
ENSDARG00000094840	si:dkey-21e2.13	Gene Expression
ENSDARG00000074546	si:ch211-213a13.2	Gene Expression
ENSDARG00000095729	si:dkey-21e2.12	Gene Expression
ENSDARG00000053375	nptxrb	Gene Expression
ENSDARG00000095005	si:dkey-21e2.10	Gene Expression
ENSDARG00000022670	he1.3	Gene Expression
ENSDARG00000095572	si:dkey-21e2.14	Gene Expression
ENSDARG00000023656	he1.1	Gene Expression
ENSDARG00000092532	si:dkey-21e2.8	Gene Expression
ENSDARG00000071475	aox5	Gene Expression
ENSDARG00000095384	si:dkey-78l4.2	Gene Expression
ENSDARG00000100442	cfh	Gene Expression
ENSDARG00000071310	si:dkey-78l4.5	Gene Expression
ENSDARG00000093415	si:dkey-21e2.12	Gene Expression
ENSDARG00000098651	si:dkey-21e2.7	Gene Expression
ENSDARG00000092518	si:dkey-21e2.11	Gene Expression
ENSDARG00000094077	si:dkey-21e2.16	Gene Expression
ENSDARG00000019122	he1.2	Gene Expression
ENSDARG00000094662	si:dkey-21e2.8	Gene Expression
ENSDARG00000092788	si:dkey-21e2.15	Gene Expression
ENSDARG00000095438	si:dkey-78l4.4	Gene Expression
ENSDARG00000041022	pdcd4b	Gene Expression
ENSDARG00000077252	si:rp71-36a1.5	Gene Expression
ENSDARG00000071618	si:ch211-213a13.5	Gene Expression
ENSDARG00000062080	shc2	Gene Expression
ENSDARG00000093761	si:ch211-250k18.7	Gene Expression
ENSDARG00000093964	si:ch211-250k18.6	Gene Expression
ENSDARG00000012572	polr3f	Gene Expression
ENSDARG00000068749	si:ch211-250k18.5	Gene Expression
ENSDARG00000077068	si:ch211-11p18.6	Gene Expression
ENSDARG00000062550	rc3h1a	Gene Expression
ENSDARG00000075476	nlrp15	Gene Expression
ENSDARG00000071604	si:ch211-156p11.1	Gene Expression
ENSDARG00000024904	stil	Gene Expression
ENSDARG00000076001	pip5k1ca	Gene Expression
ENSDARG00000071667	si:dkey-222f2.7	Gene Expression
ENSDARG00000061735	hnrnpm	Gene Expression
ENSDARG00000054007	ppp1r2	Gene Expression
ENSDARG00000013681	si:dkey-42i9.6	Gene Expression
ENSDARG00000099446	slit1b	Gene Expression
ENSDARG00000095295	si:rp71-36a1.1	Gene Expression
ENSDARG00000062103	ankrd24	Gene Expression
ENSDARG00000071543	si:dkey-42i9.7	Gene Expression
ENSDARG00000071541	si:dkey-42i9.8	Gene Expression
ENSDARG00000095854	si:dkey-42i9.16	Gene Expression
ENSDARG00000088227	tmem163b	Gene Expression
ENSDARG00000105212	cfhl1	Gene Expression
ENSDARG00000062109	shdb	Gene Expression
ENSDARG00000055787	dzank1	Gene Expression
ENSDARG00000083189	arhgap19	Gene Expression
ENSDARG00000063051	bap1	Gene Expression
ENSDARG00000103760	cfhl2	Gene Expression
ENSDARG00000100073	BX908757.1	Gene Expression
ENSDARG00000042470	s1pr3a	Gene Expression
ENSDARG00000100869	adcy9	Gene Expression
ENSDARG00000042684	serpinc1	Gene Expression
ENSDARG00000075846	kcnip2	Gene Expression
ENSDARG00000019000	smc3	Gene Expression
ENSDARG00000010481	bzw1a	Gene Expression
ENSDARG00000063031	rad54l2	Gene Expression
ENSDARG00000044114	cyb561d2	Gene Expression
ENSDARG00000071413	mier2	Gene Expression
ENSDARG00000104609	crebbpa	Gene Expression
ENSDARG00000093878	pimr69	Gene Expression
ENSDARG00000028896	plpp2b	Gene Expression
ENSDARG00000104285	armh3	Gene Expression
ENSDARG00000104205	cfhl3	Gene Expression
ENSDARG00000042857	si:ch211-246m6.4	Gene Expression
ENSDARG00000026183	polr2eb	Gene Expression
ENSDARG00000104210	si:ch73-173h19.3	Gene Expression
ENSDARG00000042689	zbtb37	Gene Expression
ENSDARG00000068478	gpx4a	Gene Expression
ENSDARG00000011673	si:ch211-246m6.5	Gene Expression
ENSDARG00000042690	s1pr1	Gene Expression
ENSDARG00000042484	tle2a	Gene Expression
ENSDARG00000100242	dph5	Gene Expression
ENSDARG00000053918	srfa	Gene Expression
ENSDARG00000019998	slc30a7	Gene Expression
ENSDARG00000062479	vcam1b	Gene Expression
ENSDARG00000103750	si:ch211-246m6.5	Gene Expression
ENSDARG00000057016	cdc14ab	Gene Expression
ENSDARG00000002215	rtca	Gene Expression
ENSDARG00000023236	kcnh1b	Gene Expression
ENSDARG00000100301	CABZ01065328.2	Gene Expression
ENSDARG00000110288	CT583625.5	Gene Expression
ENSDARG00000112679	BX649279.1	Gene Expression
ENSDARG00000100132	CU929402.1	Gene Expression
ENSDARG00000092849	si:ch73-92e7.4	Gene Expression
ENSDARG00000106808	CU856622.1	Gene Expression
ENSDARG00000114023	CU914780.1	Gene Expression
ENSDARG00000104185	AL831726.2	Gene Expression
ENSDARG00000095217	zgc:66156	Gene Expression
ENSDARG00000098070	CABZ01085140.1	Gene Expression
ENSDARG00000111644	CABZ01085137.1	Gene Expression
ENSDARG00000111190	CR450686.5	Gene Expression
ENSDARG00000109974	tmem186	Gene Expression
ENSDARG00000099890	CU207221.2	Gene Expression
ENSDARG00000113295	LO017802.1	Gene Expression
ENSDARG00000087525	CABZ01045212.1	Gene Expression
ENSDARG00000116690	BX936298.3	Gene Expression
ENSDARG00000103576	ENSDARG00000103576	Gene Expression
ENSDARG00000055715	capn8	Gene Expression
ENSDARG00000106914	pth4	Gene Expression
ENSDARG00000098601	ora1	Gene Expression
ENSDARG00000102798	mcm2	Gene Expression
ENSDARG00000116752	CR936300.2	Gene Expression
ENSDARG00000086631	rnh1	Gene Expression
ENSDARG00000101566	CR769772.4	Gene Expression
ENSDARG00000104078	zgc:113336	Gene Expression
ENSDARG00000111129	acy1	Gene Expression
ENSDARG00000087901	CU896691.1	Gene Expression
ENSDARG00000090869	FO904898.4	Gene Expression
ENSDARG00000110966	BX950205.2	Gene Expression
ENSDARG00000101335	BX088728.2	Gene Expression
ENSDARG00000071553	zgc:171500	Gene Expression
ENSDARG00000102924	zgc:112334	Gene Expression
ENSDARG00000115608	BX649608.2	Gene Expression
ENSDARG00000090167	FO904898.1	Gene Expression
ENSDARG00000113244	CABZ01028298.1	Gene Expression
ENSDARG00000034667	CABZ01090041.1	Gene Expression
ENSDARG00000112931	ndufaf3	Gene Expression
ENSDARG00000110596	CABZ01079179.1	Gene Expression
ENSDARG00000089661	FO704622.1	Gene Expression
ENSDARG00000110634	CABZ01061508.1	Gene Expression
ENSDARG00000109539	CT583625.4	Gene Expression
ENSDARG00000112145	znf1174	Gene Expression
ENSDARG00000104592	zgc:171601	Gene Expression
ENSDARG00000087545	fbxo42	Gene Expression
ENSDARG00000104065	znf1154	Gene Expression
ENSDARG00000103183	CABZ01034691.1	Gene Expression
ENSDARG00000115582	AL928685.5	Gene Expression
ENSDARG00000058828	ccdc51	Gene Expression
ENSDARG00000116163	BX322657.4	Gene Expression
ENSDARG00000114939	BX511034.8	Gene Expression
ENSDARG00000071424	ap3d1	Gene Expression
ENSDARG00000108395	BX322587.2	Gene Expression
ENSDARG00000026764	ahsg1	Gene Expression
ENSDARG00000077415	zmp:0000001175	Gene Expression
ENSDARG00000103860	wu:fu71h07	Gene Expression
ENSDARG00000071629	BX511034.1	Gene Expression
ENSDARG00000104176	BX511034.6	Gene Expression
ENSDARG00000090310	CABZ01065328.1	Gene Expression
ENSDARG00000111515	CABZ01061498.1	Gene Expression
ENSDARG00000114588	AL627164.1	Gene Expression
ENSDARG00000077085	zgc:110821	Gene Expression
ENSDARG00000086584	CABZ01077217.2	Gene Expression
ENSDARG00000059315	ora3	Gene Expression
ENSDARG00000112301	CU570881.2	Gene Expression
ENSDARG00000114502	CR388079.3	Gene Expression
ENSDARG00000039164	mhc1uma	Gene Expression
ENSDARG00000112959	ENSDARG00000112959	Gene Expression
ENSDARG00000103309	BX664625.5	Gene Expression
ENSDARG00000100357	si:ch73-44m9.3	Gene Expression
ENSDARG00000089720	CABZ01077218.1	Gene Expression
ENSDARG00000115371	AL928685.4	Gene Expression
ENSDARG00000106298	CR751224.1	Gene Expression
ENSDARG00000079645	sc:d217	Gene Expression
ENSDARG00000110137	si:dkey-240e12.6	Gene Expression
ENSDARG00000059039	FO904903.1	Gene Expression
ENSDARG00000104717	tbxa2r	Gene Expression
ENSDARG00000039687	zgc:194221	Gene Expression
ENSDARG00000059367	mfap2	Gene Expression
ENSDARG00000086095	BX539307.2	Gene Expression
ENSDARG00000099364	BX511034.5	Gene Expression
ENSDARG00000100883	CU896630.2	Gene Expression
ENSDARG00000079876	ENSDARG00000079876	Gene Expression
ENSDARG00000109109	FO393424.2	Gene Expression
ENSDARG00000105118	ENSDARG00000105118	Gene Expression
ENSDARG00000105136	ccdc50	Gene Expression
ENSDARG00000019530	hdgfl2	Gene Expression
ENSDARG00000053973	fetub	Gene Expression
ENSDARG00000100267	ENSDARG00000100267	Gene Expression
ENSDARG00000034211	capn2l	Gene Expression
ENSDARG00000098149	uts2d	Gene Expression
ENSDARG00000103954	znf1153	Gene Expression
ENSDARG00000102099	si:ch211-255f4.11	Gene Expression
ENSDARG00000078289	CABZ01046425.1	Gene Expression
ENSDARG00000099201	BX908731.1	Gene Expression
ENSDARG00000099757	wdr47b	Gene Expression
ENSDARG00000098966	CABZ01064972.1	Gene Expression
ENSDARG00000099511	CABZ01034698.2	Gene Expression
ENSDARG00000088198	CABZ01077220.1	Gene Expression
ENSDARG00000074341	hykk.2	Gene Expression
ENSDARG00000109663	LO016987.2	Gene Expression
ENSDARG00000091718	BX649490.1	Gene Expression
ENSDARG00000113666	znf1173	Gene Expression
ENSDARG00000111503	BX539332.2	Gene Expression
ENSDARG00000102675	FO818743.1	Gene Expression
ENSDARG00000114704	ENSDARG00000114704	Gene Expression
ENSDARG00000099023	CABZ01034698.1	Gene Expression
ENSDARG00000104399	tppp	Gene Expression
ENSDARG00000073821	znf1177	Gene Expression
ENSDARG00000094155	si:ch73-256j6.2	Gene Expression
ENSDARG00000116984	AL929276.2	Gene Expression
ENSDARG00000112069	CABZ01046407.1	Gene Expression
ENSDARG00000116068	CU539054.1	Gene Expression
ENSDARG00000105056	znf45l	Gene Expression
ENSDARG00000099266	vasna	Gene Expression
ENSDARG00000086848	atad3	Gene Expression
ENSDARG00000113198	CR352226.6	Gene Expression
ENSDARG00000061432	zgc:194330	Gene Expression
ENSDARG00000090612	FO904898.3	Gene Expression
ENSDARG00000091638	CABZ01072989.1	Gene Expression
ENSDARG00000113570	CR352226.7	Gene Expression
ENSDARG00000113065	AL929276.1	Gene Expression
ENSDARG00000093788	CT583625.1	Gene Expression
ENSDARG00000098664	si:dkeyp-53d3.3	Gene Expression
ENSDARG00000099999	tcf3b	Gene Expression
ENSDARG00000102687	CABZ01085139.1	Gene Expression
ENSDARG00000079145	CABZ01077217.1	Gene Expression
ENSDARG00000076721	zgc:171686	Gene Expression
ENSDARG00000116003	BX649295.2	Gene Expression
ENSDARG00000079475	nckipsd	Gene Expression
ENSDARG00000109368	si:dkey-182g1.2	Gene Expression
ENSDARG00000086880	AL831726.1	Gene Expression
ENSDARG00000095148	CT583625.3	Gene Expression
ENSDARG00000100940	nr5a2	Gene Expression
ENSDARG00000111946	BX649315.1	Gene Expression
ENSDARG00000111856	BX649490.4	Gene Expression
ENSDARG00000111899	zgc:171435	Gene Expression
ENSDARG00000112287	zgc:66156	Gene Expression
ENSDARG00000102594	zgc:194627	Gene Expression
ENSDARG00000114409	CR450686.6	Gene Expression
ENSDARG00000115732	CT583625.6	Gene Expression
ENSDARG00000115511	CU468041.2	Gene Expression
ENSDARG00000078349	zmp:0000000845	Gene Expression
ENSDARG00000114948	zgc:194551	Gene Expression
ENSDARG00000075768	sdhb	Gene Expression
ENSDARG00000103139	LO017843.1	Gene Expression
ENSDARG00000089663	lsm3	Gene Expression
ENSDARG00000101814	lpar3	Gene Expression
ENSDARG00000076358	zmp:0000001161	Gene Expression
ENSDARG00000009881	ier5	Gene Expression
ENSDARG00000098918	mcoln2	Gene Expression
ENSDARG00000090601	FO904898.2	Gene Expression
ENSDARG00000095120	CU207311.2	Gene Expression
ENSDARG00000089893	tasora	Gene Expression
ENSDARG00000079325	CABZ01046432.1	Gene Expression
ENSDARG00000009477	prkar2ab	Gene Expression
ENSDARG00000101939	BX324216.1	Gene Expression
ENSDARG00000116127	BX664625.6	Gene Expression
ENSDARG00000106684	AL929192.1	Gene Expression
ENSDARG00000076264	zgc:195170	Gene Expression
ENSDARG00000100252	capzb	Gene Expression
ENSDARG00000055334	zmp:0000000652	Gene Expression
ENSDARG00000091230	CR450686.1	Gene Expression
ENSDARG00000098438	slc6a6b	Gene Expression
ENSDARG00000074844	CABZ01061495.1	Gene Expression
ENSDARG00000043126	blf	Gene Expression
ENSDARG00000109202	BX324216.3	Gene Expression
ENSDARG00000043131	BX664625.1	Gene Expression
ENSDARG00000111386	CABZ01079178.1	Gene Expression
ENSDARG00000116207	si:dkey-19a16.11	Gene Expression
ENSDARG00000115737	AL954741.2	Gene Expression
ENSDARG00000108467	AL845330.1	Gene Expression
ENSDARG00000102414	myhz1.1	Gene Expression
ENSDARG00000105974	CR847870.4	Gene Expression
ENSDARG00000116290	si:ch211-250e5.16	Gene Expression
ENSDARG00000040401	slc25a20	Gene Expression
ENSDARG00000110077	CU929402.2	Gene Expression
ENSDARG00000105075	BX324216.2	Gene Expression
ENSDARG00000108332	FO393424.1	Gene Expression
ENSDARG00000087444	BX664625.2	Gene Expression
ENSDARG00000111783	FO393424.3	Gene Expression
ENSDARG00000074538	si:dkey-179j5.5	Gene Expression
ENSDARG00000074332	ENSDARG00000074332	Gene Expression
